,name,address,city,tel
0,백련산힐스테이트2차아파트경로당,은평구 응암동 백련산힐스테이트2차아파트 ,은평구,없음
1,백련산힐스테이트1차아파트경로당,은평구 응암동 ,은평구,없음
2,구립양평3가경로당,영등포구 양평동3가 36번지 ,영등포구,없음
3,큰덕경로당,마포구 공덕동 ,마포구,없음
4,마곡엠밸리6단지경로당,강서구 마곡동 ,강서구,없음
5,흐능날 경로당,서초구 내곡동 1-3026번지 ,서초구,없음
6,공덕자이제2경로당,마포구 아현동 ,마포구,없음
7,마곡엠밸리3단지 경로당,강서구 마곡동 ,강서구,없음
8,북한산푸르지오아파트경로당,은평구 녹번동 ,은평구,없음
9,신대방벽산아파트경로당,동작구 신대방동 ,동작구,없음
10,흑석한강센트레빌2차(아)경로당,동작구 흑석동 ,동작구,없음
11,흑석한강푸르지오(아)경로당,동작구 흑석동 ,동작구,없음
12,보라매e편한세상아파트 경로당,동작구 신대방동 720번지 ,동작구,없음
13,보라매e편한세상아파트경로당,동작구 신대방동 ,동작구,없음
14,형인한강(아)경로당,동작구 노량진동 ,동작구,없음
15,상도4동 경로당,동작구 상도동 ,동작구,없음
16,상도엠코타운경로당,동작구 상도동 ,동작구,없음
17,상도엠코타운 애스톤파크 아파트 경로당,동작구 상도동 ,동작구,없음
18,학수경로당,동작구 사당동 ,동작구,없음
19,상도패리스아파트 경로당,동작구 상도동 ,동작구,없음
20,동원베네스트아파트 경로당,동작구 상도동 ,동작구,없음
21,동아아파트 경로당,동작구 상도동 ,동작구,없음
22,흑석한강센트레빌1차아파트 경로당,동작구 흑석동 ,동작구,없음
23,이수교KCC스위첸아파트 경로당,동작구 동작동 ,동작구,없음
24,동작동금강KCC아파트 경로당,동작구 동작동 ,동작구,없음
25,브라운스톤상도아파트 경로당,동작구 상도동 527번지 ,동작구,없음
26,사당동진흥아파트경로당,동작구 사당동 1142번지 ,동작구,없음
27,사당휴먼시아 경로당,동작구 사당동 1154번지 ,동작구,없음
28,삼호그린아파트 경로당,동작구 사당동 1138번지 ,동작구,없음
29,노량진1동 경로당,동작구 노량진동 224-6번지 ,동작구,없음
30,상도Encrypted,동작구 상도동 ,동작구,없음
31,상도동살피재경로당,동작구 상도동 126-8번지 ,동작구,없음
32,신일해피트리아파트경로당,동작구 대방동 510번지 ,동작구,없음
33,사당케이씨씨아파트경로당,동작구 사당동 1139번지 ,동작구,없음
34,합정경로당,마포구 합정동 ,마포구,없음
35,서초포레스타3단지(아) 경로당,서초구 신원동 서초포레스타3단지(아) 경로당 ,서초구,없음
36,LH강남아이파크(아)경로당,강남구 자곡동 ,강남구,없음
37,은빛홍삼경로당,서대문구 홍제동 ,서대문구,없음
38,DMC파크뷰자이2단지경로당,서대문구 남가좌동 ,서대문구,없음
39,홍제금호어울림경로당,서대문구 홍제동 103동 ,서대문구,없음
40,금호한신실버문화센터,성동구 금호동3가 금호동한신휴플러스아파트 ,성동구,없음
41,신그호파크자이(아) 경로당,성동구 금호동2가 ,성동구,없음
42,신금호파크자이(아) 경로당,성동구 금호동2가 ,성동구,없음
43,마포래미안푸르지오@1단지경로당,마포구 아현동 ,마포구,없음
44,민들레경로당,강서구 화곡동 ,강서구,없음
45,마곡엠밸리7단지아파트경로당,강서구 마곡동 706동동 ,강서구,없음
46,마포펜트라우스@경로당,마포구 신공덕동 ,마포구,없음
47,텐즈힐 열린 경로당,성동구 하왕십리동 ,성동구,없음
48,텐즈힐 행복 경로당,성동구 하왕십리동 ,성동구,없음
49,래미안트윈파크아파트 경로당,동작구 본동 ,동작구,없음
50,해피 경로당,동작구 흑석동 ,동작구,없음
51,푸르지오아파트1단지경로당,서대문구 북아현동 ,서대문구,없음
52,푸르지오아파트2단지경로당,서대문구 북아현동 ,서대문구,없음
53,북한산래미안205동경로당,은평구 불광동 1층 205동 ,은평구,없음
54,마포래미안푸르지오3단지@경로당,마포구 아현동 ,마포구,없음
55,서초포레스타6단지(아)경로당,서초구 신원동 ,서초구,없음
56,방배서리풀이편한세상실버클럽 경로당,서초구 방배동 ,서초구,없음
57,동원경로당,종로구 숭인동 ,종로구,없음
58,마포동원베네스트아파트 경로당,마포구 도화동 564번지 ,마포구,없음
59,서강쌍용예가 경로당,마포구 창전동 444번지 ,마포구,없음
60,브라운스톤 공덕 경로당,마포구 신공덕동 170번지 ,마포구,없음
61,성산1동2 경로당,마포구 성산동 253-12번지 ,마포구,없음
62,월드컵 I-PARK 경로당,마포구 성산동 667번지 ,마포구,없음
63,상암경로문화센터,마포구 상암동 115-17번지 ,마포구,없음
64,대동 경로당,마포구 도화동 196-25번지 ,마포구,없음
65,한마음 경로당,마포구 신공덕동 160번지 208 208동 ,마포구,없음
66,염리삼성래미안(아) 경로당,마포구 염리동 520번지 ,마포구,없음
67,밤섬현대(아) 경로당,마포구 현석동 220번지 ,마포구,없음
68,상암월드컵8단지 경로당,마포구 상암동 상암월드컵8단지 ,마포구,없음
69,서강엘지(아) 경로당,마포구 신정동 30번지 ,마포구,없음
70,용강 대림2차@ 경로당,마포구 용강동 501번지 ,마포구,없음
71,월드컵 참누리 아파트 경로당,마포구 중동 397번지 ,마포구,없음
72,염산은빛경로당,마포구 염리동 14-18번지 ,마포구,없음
73,ESA1단지아파트 경로당,도봉구 방학동 718-7번지 ,도봉구,없음
74,신도브래뉴아파트경로당,도봉구 창동 820번지 ,도봉구,없음
75,북한산아이파크아파트경로당,도봉구 창동 825번지 ,도봉구,없음
76,서울가든아파트경로당,도봉구 도봉동 555번지 ,도봉구,없음
77,오봉경로당,도봉구 도봉동 619-10번지 ,도봉구,없음
78,도봉주공아파트경로당,도봉구 도봉동 649번지 ,도봉구,없음
79,도봉파크빌2단지경로당,도봉구 도봉동 647번지 ,도봉구,없음
80,도봉파크빌3단지경로당,도봉구 도봉동 644번지 ,도봉구,없음
81,동아에코빌아파트경로당,도봉구 도봉동 654번지 ,도봉구,없음
82,서광아파트경로당,도봉구 도봉동 643번지 ,도봉구,없음
83,래미안도봉아파트경로당,도봉구 도봉동 655번지 ,도봉구,없음
84,현대3차아파트경로당,도봉구 쌍문동 719번지 ,도봉구,없음
85,호수경로당,도봉구 쌍문동 513-2번지 ,도봉구,없음
86,북한산월드메르디앙아파트경로당,도봉구 쌍문동 728번지 ,도봉구,없음
87,효창파크푸르지오아파트 경로당,용산구 효창동 274번지 효창파크푸르지오아파트 104동 1층 ,용산구,없음
88,용산 푸르지오파크타운 경로당,용산구 동빙고동 316번지 용산 푸르지오파크타운 아파트 207동 1층 ,용산구,없음
89,리버힐삼성아파트제1,용산구 산천동 삼성리버힐아파트 ,용산구,없음
90,우리들경로당,용산구 보광동 ,용산구,없음
91,효원경로당,용산구 원효로1가 108-38번지 ,용산구,없음
92,보광삼성리버빌아파트경로당,용산구 보광동 151번지 101 101동 ,용산구,없음
93,한강맨션경로당,용산구 이촌동 300-213번지 ,용산구,없음
94,세방경로당,용산구 신창동 102번지 ,용산구,없음
95,한강우람경로당,용산구 한강로2가 296-1번지 ,용산구,없음
96,파크자이경로당,용산구 한강로1가 50-1번지 ,용산구,없음
97,삼성리버스위트아파트 경로당,용산구 이촌동 426번지 ,용산구,없음
98,이화경로당,용산구 이태원동 128-7번지 ,용산구,없음
99,경동아파트경로당,동작구 본동 484번지 ,동작구,없음
100,한신휴플러스아파트경로당,동작구 본동 487번지 ,동작구,없음
101,사당롯데캐슬2차 경로당,동작구 사당동 1149번지 ,동작구,없음
102,용산파크이편한세상,용산구 한강로2가 ,용산구,없음
103,한남현대홈타운,용산구 한남동 807번지 ,용산구,없음
104,한남힐스테이트 경로당,용산구 한남동 807번지 ,용산구,없음
105,오복,용산구 보광동 217-10번지 ,용산구,없음
106,새로나,용산구 보광동 ,용산구,없음
107,효창한신아파트경로당,용산구 효창동 5-145번지 ,용산구,없음
108,효창한신아파트경로당,용산구 효창동 5-145번지 ,용산구,없음
109,후암미주아파트경로당,용산구 후암동 423-1번지 4 4동 ,용산구,없음
110,후암미주아파트경로당,용산구 후암동 미주아파트 ,용산구,없음
111,우사단 경로당,용산구 보광동 265-545번지 ,용산구,없음
112,우사단 경로당,용산구 보광동 265-545번지 ,용산구,없음
113,브라운스톤 경로당,용산구 용문동 ,용산구,없음
114,CJ나인파크 경로당,용산구 문배동 ,용산구,없음
115,산천경로당,용산구 산천동 204번지 16통7반 103 103동 703호,용산구,없음
116,산천경로당,용산구 산천동 205번지 16통7반 ,용산구,없음
117,은평뉴타운상림마을3단지아파트경로당,은평구 진관동 13번지 은평뉴타운상림마을 3단지아파트 708동 1층 ,은평구,없음
118,은평뉴타운상림마을제10단지경로당,은평구 진관동 12번지 ,은평구,없음
119,은평뉴타운상림마을4단지아파트경로당,은평구 진관동 6번지 ,은평구,없음
120,은평뉴타운상림마을11단지아파트경로당,은평구 진관동 15번지 ,은평구,없음
121,녹번현대녹색경로당,은평구 녹번동 100-55번지 ,은평구,없음
122,은평뉴타운상림마을 1단지아파트 경로당,은평구 진관동 19번지 ,은평구,없음
123,은평뉴타운상림마을 13단지경로당,은평구 진관동 11번지 ,은평구,없음
124,은평뉴타운 상림마을 12단지아파트 경로당,은평구 진관동 20번지 ,은평구,없음
125,브라운스톤아파트경로당,은평구 구산동 159번지 ,은평구,없음
126,삼익아파트경로당,은평구 불광동 217-9번지 ,은평구,없음
127,삼개경로당,"마포구 도화동 188,189번지 ",마포구,없음
128,동양아파트경로당,동작구 흑석동 328번지 ,동작구,없음
129,본동삼성래미안아파트 경로당,동작구 본동 492번지 ,동작구,없음
130,래미안상도3차아파트 경로당,동작구 상도동 431번지 ,동작구,없음
131,한신휴플러스101동아파트,동작구 본동 488번지 ,동작구,없음
132,보라매코오롱하늘채아파트경로당,동작구 대방동 509번지 ,동작구,없음
133,남해오네뜨아파트경로당,동작구 사당동 1143번지 ,동작구,없음
134,숲속마을신동아파밀리에아파트 경로당,동작구 신대방동 717번지 ,동작구,없음
135,극동강변아파트경로당,동작구 본동 ,동작구,없음
136,경남교수아파트경로당,동작구 신대방동 710번지 ,동작구,없음
137,신동아 우리아파트,동작구 노량진동 327번지 ,동작구,없음
138,중계서부경로당,노원구 중계동 504-1번지 ,노원구,없음
139,팔각정경로당,노원구 중계동 507-3번지 ,노원구,없음
140,건영2차아파트경로당,노원구 중계동 102-1번지 ,노원구,없음
141,현대2차아파트경로당,노원구 중계동 435-1번지 ,노원구,없음
142,현대1차아파트경로당,노원구 상계동 1048번지 ,노원구,없음
143,중계5단지경로당,노원구 중계동 ,노원구,없음
144,중계2단지아파트경로당,노원구 중계동 512번지 ,노원구,없음
145,중계4단지아파트경로당,노원구 중계동 511-2번지 ,노원구,없음
146,주공2단지아파트경로당,노원구 중계동 ,노원구,없음
147,주공4단지아파트경로당,노원구 중계동 358-2번지 ,노원구,없음
148,한신1차아파트경로당,노원구 상계동 135-16번지 ,노원구,없음
149,한신2차아파트경로당,노원구 상계동 451번지 ,노원구,없음
150,주공5단지경로당,노원구 상계동 720번지 ,노원구,없음
151,한청경로당,노원구 하계동 284번지 ,노원구,없음
152,송암경로당,노원구 상계동 138-131번지 ,노원구,없음
153,미도아파트경로당,노원구 상계동 766번지 ,노원구,없음
154,주공1단지경로당,노원구 상계동 767번지 ,노원구,없음
155,주공2단지경로당,노원구 상계동 740번지 ,노원구,없음
156,주공3단지경로당,노원구 상계동 737번지 ,노원구,없음
157,주공4단지경로당,노원구 상계동 751번지 ,노원구,없음
158,주공6단지경로당,노원구 상계동 720번지 ,노원구,없음
159,한양아파트경로당,노원구 상계동 757번지 ,노원구,없음
160,주공10단지경로당,노원구 상계동 666번지 ,노원구,없음
161,주공15단지경로당,노원구 상계동 624번지 ,노원구,없음
162,주공16단지경로당,노원구 상계동 624번지 ,노원구,없음
163,보람아파트경로당,노원구 상계동 685번지 ,노원구,없음
164,주공12단지경로당,노원구 상계동 647번지 ,노원구,없음
165,대림아파트경로당,노원구 상계동 695번지 ,노원구,없음
166,주공7단지경로당,노원구 상계동 692번지 ,노원구,없음
167,주공8단지경로당,노원구 상계동 680번지 ,노원구,없음
168,주공9단지경로당,노원구 상계동 670번지 ,노원구,없음
169,미성아파트경로당,노원구 하계동 280번지 ,노원구,없음
170,하계6단지경로당,노원구 하계동 273번지 ,노원구,없음
171,현우경로당,노원구 하계동 272번지 ,노원구,없음
172,경남아파트경로당,노원구 중계동 505번지 ,노원구,없음
173,롯데아파트경로당,노원구 중계동 505번지 ,노원구,없음
174,선곡경로당,노원구 월계동 472-8번지 ,노원구,없음
175,월계1동경로당,노원구 월계동 66-5번지 ,노원구,없음
176,도암경로당,노원구 상계동 68-50번지 ,노원구,없음
177,대동경로당,노원구 월계동 880-1번지 ,노원구,없음
178,녹천경로당,노원구 월계동 673-5번지 ,노원구,없음
179,대림아파트제2경로당,동대문구 이문동 225-1번지 ,동대문구,없음
180,기곡경로당,동대문구 전농동 150-1번지 ,동대문구,없음
181,연수경로당,동대문구 답십리동 4-163번지 ,동대문구,없음
182,래미안이문2차아파트경로당,동대문구 이문동 311번지 ,동대문구,없음
183,휘경롯데낙천대아파트경로당,동대문구 휘경동 109번지 ,동대문구,없음
184,이문3동쌍용아파트경로당,동대문구 이문동 64번지 ,동대문구,없음
185,답십리5동경로당,동대문구 답십리동 320-75번지 ,동대문구,없음
186,장안1동안골경로당,동대문구 장안동 402번지 ,동대문구,없음
187,이문3동현대아파트제2경로당,동대문구 이문동 54-1번지 ,동대문구,없음
188,전농3동 삼성아파트제2경로당,동대문구 전농동 155-1번지 ,동대문구,없음
189,전농3동 Sk@제2경로당,동대문구 전농동 10-1번지 ,동대문구,없음
190,휘경1동 동양아파트경로당,동대문구 휘경동 117번지 ,동대문구,없음
191,답십리대우아파트경로당,동대문구 답십리동 111번지 ,동대문구,없음
192,휘경2동주공1단지아파트경로당,동대문구 휘경동 57번지 ,동대문구,없음
193,홍릉동부제2경로당,동대문구 청량리동 213번지 ,동대문구,없음
194,장미경로당,동대문구 용두동 103-3번지 ,동대문구,없음
195,계산경로당,노원구 상계동 1096-50번지 ,노원구,없음
196,수암경로당,노원구 상계동 77-47번지 ,노원구,없음
197,동신아파트경로당,노원구 월계동 436-0번지 ,노원구,없음
198,청솔경로당,노원구 상계동 181-14번지 ,노원구,없음
199,라이프아파트경로당,노원구 월계동 845번지 ,노원구,없음
200,현대아파트경로당,노원구 공릉동 230번지 ,노원구,없음
201,우성아파트경로당,노원구 공릉동 254번지 ,노원구,없음
202,삼미아파트경로당,노원구 월계동 13번지 ,노원구,없음
203,공릉2동경로당,노원구 공릉동 334-6번지 ,노원구,없음
204,월천아파트경로당,노원구 월계동 12-1번지 ,노원구,없음
205,미성아파트경로당,노원구 월계동 17번지 ,노원구,없음
206,하계경로당,노원구 하계동 65-41번지 ,노원구,없음
207,상계벽산아파트경로당,노원구 상계동 173-1번지 ,노원구,없음
208,도원삼성래미안제2경로당,용산구 도원동 25번지 ,용산구,없음
209,보광동 제3,용산구 보광동 242-4번지 ,용산구,없음
210,청암(사립),용산구 청암동 84-1번지 ,용산구,없음
211,이태원남부 경로당,용산구 이태원동 168-2번지 ,용산구,없음
212,한강맨션할머니(사립),용산구 이촌동 300-213번지 ,용산구,없음
213,신계(사립),용산구 신계동 48번지 ,용산구,없음
214,이촌2동 할아버지(사립),용산구 이촌동 395번지 ,용산구,없음
215,이태원중부,용산구 이태원동 ,용산구,없음
216,신용산(사립),용산구 이촌동 300-201번지 2 2동 지하호,용산구,없음
217,이태원1 할머니(사립),용산구 이태원동 130-31번지 ,용산구,없음
218,동빙고군인아파트(사립),용산구 동빙고동 7번지 ,용산구,없음
219,대동2차아파트경로당,노원구 공릉동 380-1번지 ,노원구,없음
220,초안산쌍용스윗담홈아파트 경로당,노원구 월계동 945번지 ,노원구,없음
221,롯데캐슬루나아파트 경로당,노원구 월계동 947번지 ,노원구,없음
222,한신코아빌라 경로당,노원구 하계동 285번지 ,노원구,없음
223,상계대림아파트 경로당,노원구 상계동 1301번지 ,노원구,없음
224,세양청마루아파트경로당,노원구 월계동 943번지 ,노원구,없음
225,월계풍림아이원아파트경로당,노원구 월계동 944번지 ,노원구,없음
226,월계흥화브라운빌아파트경로당,노원구 월계동 939번지 ,노원구,없음
227,SH중계양지대림2차아파트경로당,노원구 중계동 588-1번지 ,노원구,없음
228,월계우남아파트경로당,노원구 월계동 930번지 ,노원구,없음
229,월계 유원아파트 경로당,노원구 월계동 880번지 ,노원구,없음
230,벼루마을경로당,노원구 월계동 534-156번지 ,노원구,없음
231,삼익2차아파트경로당,노원구 공릉동 754번지 ,노원구,없음
232,공노회경로당,노원구 공릉동 240-201번지 ,노원구,없음
233,상계미라보아파트경로당,노원구 상계동 60-1번지 ,노원구,없음
234,신성미소지움아파트경로당,노원구 공릉동 756번지 ,노원구,없음
235,건양노블레스아파트경로당,노원구 월계동 938번지 ,노원구,없음
236,중계우성3차아파트경로당,노원구 중계동 585번지 ,노원구,없음
237,공릉1동 현대아파트 경로당,노원구 공릉동 590-1번지 ,노원구,없음
238,성북역신도브래뉴아파트경로당,노원구 월계동 941번지 ,노원구,없음
239,한화꿈에그린아파트경로당,노원구 중계동 598번지 ,노원구,없음
240,우림루미아트경로당,노원구 상계동 1307번지 ,노원구,없음
241,한일유앤아이아파트경로당,노원구 상계동 1309번지 ,노원구,없음
242,중계9단지경로당,노원구 하계동 256번지 ,노원구,없음
243,월계역신도브래뉴아파트경로당,노원구 월계동 942번지 ,노원구,없음
244,은행 경로당,노원구 중계동 68-5번지 ,노원구,없음
245,공릉1동 대아아파트경로당,노원구 공릉동 492-1번지 ,노원구,없음
246,공릉1동삼익아파트경로당,노원구 공릉동 690-2번지 ,노원구,없음
247,경남아너스빌아파트 경로당,노원구 중계동 596번지 ,노원구,없음
248,공릉대주파크빌경로당,노원구 공릉동 751번지 ,노원구,없음
249,불암현대아파트106동,노원구 상계동 1294번지 ,노원구,없음
250,신도2차 브래뉴아파트,노원구 공릉동 749번지 ,노원구,없음
251,대호프라자경로당,노원구 중계동 591번지 ,노원구,없음
252,대망드림힐아파트경로당,노원구 상계동 1304번지 ,노원구,없음
253,상계1동 봉산경로당,노원구 상계동 1117-11번지 ,노원구,없음
254,공릉1동 대동아파트,노원구 공릉동 604-11번지 ,노원구,없음
255,하계우방아파트노인회경로당,노원구 하계동 353번지 ,노원구,없음
256,청암3단지아파트경로당,노원구 중계동 582번지 ,노원구,없음
257,상계1동 현대4차아파트 경로당,노원구 상계동 1271번지 ,노원구,없음
258,상계동 동양메이저아파트 경로당,노원구 상계동 1305번지 ,노원구,없음
259,상계양우아파트경로당,노원구 상계동 1300번지 ,노원구,없음
260,학여울청구아파트B단지경로당,노원구 하계동 356번지 ,노원구,없음
261,상계불암대림아파트207동경로당,노원구 상계동 1290번지 ,노원구,없음
262,양지대림1차경로당,노원구 중계동 587-1번지 ,노원구,없음
263,공릉두산아파트경로당,노원구 공릉동 747번지 ,노원구,없음
264,월계한일2차아파트경로당,노원구 월계동 927번지 ,노원구,없음
265,북현경로당,노원구 상계동 1273번지 ,노원구,없음
266,공릉효성아파트경로당,노원구 공릉동 746번지 ,노원구,없음
267,상계대동아파트경로당,노원구 상계동 1284번지 ,노원구,없음
268,동아불암106동경노당,노원구 상계동 1286번지 ,노원구,없음
269,신원아파트경로당,노원구 공릉동 370-4번지 ,노원구,없음
270,상계마들아파트경로당,노원구 상계동 771-3번지 ,노원구,없음
271,청솔아파트경로당,노원구 공릉동 90번지 ,노원구,없음
272,효성화운트빌아파트경로당,노원구 공릉동 106번지 ,노원구,없음
273,상계우방아파트효도의집,노원구 상계동 1295번지 ,노원구,없음
274,그랑빌아파트경로당,노원구 월계동 18번지 ,노원구,없음
275,청암1단지아파트경로당,노원구 상계동 1275번지 ,노원구,없음
276,공릉풍림아파트경로당,노원구 공릉동 725번지 ,노원구,없음
277,청암2단지아파트경로당,노원구 상계동 1276번지 ,노원구,없음
278,수락파크빌아파트경로당,노원구 상계동 1269번지 ,노원구,없음
279,공릉동신도1차아파트경로당,노원구 공릉동 748번지 ,노원구,없음
280,월계현대아파트 경로당,노원구 월계동 929번지 ,노원구,없음
281,대아아파트,노원구 공릉동 740번지 ,노원구,없음
282,동신아파트경로당,노원구 공릉동 745번지 ,노원구,없음
283,공릉아파트경로당,노원구 공릉동 110번지 ,노원구,없음
284,태강아파트경로당,노원구 공릉동 81번지 ,노원구,없음
285,화랑타운아파트경로당,노원구 공릉동 111번지 ,노원구,없음
286,삼성아파트경로당,노원구 중계동 593번지 ,노원구,없음
287,중계3차벽산아파트경로당,노원구 중계동 592번지 ,노원구,없음
288,양지대림1단지아파트경로당,노원구 중계동 421번지 ,노원구,없음
289,중계신안아파트경로당,노원구 중계동 590번지 ,노원구,없음
290,건영아파트경로당,노원구 중계동 586번지 ,노원구,없음
291,삼창아파트경로당,노원구 중계동 584-1번지 ,노원구,없음
292,미주동방벽운아파트경로당,노원구 상계동 1265번지 ,노원구,없음
293,동아불암아파트경로당,노원구 상계동 1285번지 ,노원구,없음
294,상계불암대림아파트경로당,노원구 상계동 1289번지 ,노원구,없음
295,우방아파트경로당,노원구 공릉동 108번지 ,노원구,없음
296,월계한일1차아파트경로당,노원구 월계동 926번지 ,노원구,없음
297,불암현대아파트경로당,노원구 상계동 170번지 ,노원구,없음
298,배삿골현대아파트경로당,노원구 중계동 34번지 ,노원구,없음
299,노원우성아파트경로당,노원구 상계동 1251번지 ,노원구,없음
300,중앙하이츠아파트경로당,노원구 상계동 1279-1번지 ,노원구,없음
301,코오롱아파트경로당,노원구 상계동 1281번지 ,노원구,없음
302,청백1단지경로당,노원구 월계동 ,노원구,없음
303,청백3단지경로당,노원구 월계동 ,노원구,없음
304,청백4단지경로당,노원구 월계동 ,노원구,없음
305,초안1단지경로당,노원구 월계동 ,노원구,없음
306,건영장미아파트경로당,노원구 공릉동 744번지 ,노원구,없음
307,공릉비선아파트경로당,노원구 공릉동 109번지 ,노원구,없음
308,공릉한보아파트경로당,노원구 공릉동 208-3번지 ,노원구,없음
309,양지마을대림2단지경로당,노원구 중계동 440-66번지 ,노원구,없음
310,극동늘푸른아파트경로당,노원구 상계동 1116-1번지 ,노원구,없음
311,은빛1단지경로당,노원구 상계동 1255번지 ,노원구,없음
312,은빛2단지경로당,노원구 상계동 1256번지 ,노원구,없음
313,은빛3단지어르신방경로당,노원구 상계동 1264번지 ,노원구,없음
314,중앙하이츠경로당,노원구 상계동 1068번지 ,노원구,없음
315,성원아파트경로당,노원구 상계동 1283번지 ,노원구,없음
316,상계2차중앙하이츠경로당,노원구 상계동 1282번지 ,노원구,없음
317,덕산경로당,노원구 상계동 ,노원구,없음
318,건영3차아파트경로당,노원구 중계동 360-15번지 ,노원구,없음
319,중계동염광아파트경로당,노원구 중계동 445번지 ,노원구,없음
320,상계대림아파트경로당,노원구 상계동 172번지 ,노원구,없음
321,대동아파트경로당,노원구 월계동 411-2번지 ,노원구,없음
322,신아경로당,노원구 월계동 378-68번지 ,노원구,없음
323,동부아파트경로당,노원구 공릉동 705번지 ,노원구,없음
324,공릉3동경로당,노원구 공릉동 370-15번지 2 2동 201호,노원구,없음
325,하계1차청구아파트경로당,노원구 하계동 251번지 ,노원구,없음
326,하계2차현대아파트경로당,노원구 하계동 288번지 ,노원구,없음
327,학여울청구아파트경로당,노원구 하계동 312번지 ,노원구,없음
328,금호타운아파트경로당,노원구 중계동 583번지 ,노원구,없음
329,진로유통대림아파트경로당,노원구 중계동 78번지 ,노원구,없음
330,갈월경로당,노원구 상계동 1008-18번지 ,노원구,없음
331,수락한신아파트경로당,노원구 상계동 1013-22번지 ,노원구,없음
332,대우아파트경로당,노원구 월계동 775번지 ,노원구,없음
333,초안아파트경로당,노원구 월계동 924번지 ,노원구,없음
334,연촌경로당,노원구 월계동 376-31번지 ,노원구,없음
335,성우아파트경로당,노원구 공릉동 401-1번지 ,노원구,없음
336,공릉4단지경로당,노원구 공릉동 ,노원구,없음
337,천보경로당,노원구 중계동 93-32번지 ,노원구,없음
338,현대2차아파트경로당,노원구 중계동 574번지 ,노원구,없음
339,한우리경로당,노원구 중계동 154-40번지 ,노원구,없음
340,현대3차아파트경로당,노원구 상계동 1042번지 ,노원구,없음
341,서광아파트경로당,노원구 월계동 922번지 ,노원구,없음
342,성원아파트경로당,노원구 월계동 322-1번지 ,노원구,없음
343,사슴2단지경로당,노원구 월계동 320-9번지 ,노원구,없음
344,사슴3단지경로당,노원구 월계동 320-11번지 ,노원구,없음
345,인덕경로당,노원구 월계동 633-116번지 ,노원구,없음
346,삼익아파트경로당,노원구 공릉동 737번지 ,노원구,없음
347,효성아파트경로당,노원구 공릉동 ,노원구,없음
348,공릉1단지경로당,노원구 공릉동 ,노원구,없음
349,공릉2단지경로당,노원구 공릉동 ,노원구,없음
350,공릉3단지경로당,노원구 공릉동 ,노원구,없음
351,3차청구아파트경로당,노원구 중계동 360-2번지 ,노원구,없음
352,중계성원1차아파트경로당,노원구 중계동 580번지 ,노원구,없음
353,중계주공10단지경로당,노원구 중계동 360-16번지 ,노원구,없음
354,중계성원2차경로당,노원구 중계동 581번지 ,노원구,없음
355,상계재개발주공아파트경로당,노원구 상계동 1110번지 ,노원구,없음
356,노원현대아파트경로당,노원구 상계동 581-160번지 ,노원구,없음
357,금호타운아파트경로당,노원구 상계동 1270번지 ,노원구,없음
358,상계신동아아파트경로당,노원구 상계동 133-163번지 ,노원구,없음
359,사슴1단지경로당,노원구 월계동 321번지 ,노원구,없음
360,공릉우성아파트경로당,노원구 공릉동 738번지 ,노원구,없음
361,동진아파트경로당,노원구 중계동 103번지 ,노원구,없음
362,학도경로당,노원구 중계동 43번지 ,노원구,없음
363,한신아파트경로당,노원구 상계동 997번지 ,노원구,없음
364,불암경로당,노원구 상계동 404-7번지 ,노원구,없음
365,복지경로당,노원구 상계동 169-80번지 ,노원구,없음
366,중계4단지(목화)아파트 경로당,노원구 중계동 511-2번지 ,노원구,없음
367,2단지각심경로당,노원구 월계동 ,노원구,없음
368,월계종합종합복지관경로당,노원구 월계동 600번지 ,노원구,없음
369,공릉경로당,노원구 공릉동 415-36번지 B B동 01호,노원구,없음
370,한동경로당,노원구 하계동 256-5번지 ,노원구,없음
371,신안동진아파트경로당,노원구 중계동 364번지 ,노원구,없음
372,중계7단지경로당,노원구 상계동 1013-22번지 ,노원구,없음
373,주공6단지경로당,노원구 중계동 364-12번지 ,노원구,없음
374,주공8단지경로당,노원구 중계동 ,노원구,없음
375,마들사회복지관경로당,노원구 중계동 513-3번지 ,노원구,없음
376,중계사회복지관경로당,노원구 중계동 193번지 ,노원구,없음
377,수락현대아파트경로당,노원구 상계동 산 65-1번지 ,노원구,없음
378,원터경로당,노원구 상계동 330-27번지 ,노원구,없음
379,한신3차아파트경로당,노원구 상계동 458번지 ,노원구,없음
380,극동아파트경로당,노원구 월계동 802번지 ,노원구,없음
381,삼익선경아파트경로당,노원구 하계동 255-1번지 ,노원구,없음
382,대림벽산아파트경로당,노원구 중계동 363번지 ,노원구,없음
383,중계불암경로당,노원구 중계동 366번지 ,노원구,없음
384,현대1차아파트경로당,노원구 중계동 577번지 ,노원구,없음
385,롯데우성아파트경로당,노원구 중계동 361-1번지 ,노원구,없음
386,평화사회복지관경로당,노원구 중계동 514-3번지 ,노원구,없음
387,중앙하이츠경로당,노원구 중계동 165-2번지 ,노원구,없음
388,상일경로당,노원구 상계동 1049-35번지 ,노원구,없음
389,현대2차아파트경로당,노원구 상계동 1078번지 ,노원구,없음
390,상아아파트경로당,노원구 중계동 505번지 ,노원구,없음
391,합동마을경로당,노원구 상계동 111-158번지 ,노원구,없음
392,주공11단지경로당,노원구 상계동 652번지 ,노원구,없음
393,주공14단지경로당,노원구 상계동 626번지 ,노원구,없음
