"강의ID","강의명","강의구분","신청시작일","신청종료일","교육시작일","교육종료일","학습대상","정원","수강신청 URL"
"ASP00001J101020120001165","통기타 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120707","20120922","","12","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1932&Page=2"
"ASP00001J101020120001167","드럼 [온라인수강신청] ","오프라인","20141126","20200904","20120707","20120922","","10","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1930&Page=3"
"ASP00001J101020120001129","드럼 [온라인수강신청] ","오프라인","20141126","20200904","20120707","20120922","","10","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1930&Page=1"
"ASP00001J101020120001168","보컬 트레이닝 [온라인수강신청] ","오프라인","20141126","20200904","20120707","20120922","","8","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1929&Page=3"
"ASP00001J101020120001124","MSL스피치 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120707","20120922","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1937&Page=1"
"ASP00001J101020120001171","유행&방송댄스 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120707","20120922","","17","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1923&Page=3"
"ASP00001J101020120001135","동화구연 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120707","20120922","","12","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1920&Page=2"
"ASP00001J101020120001172","토요바둑 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120707","20120922","","16","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1922&Page=3"
"ASP00001J101020120001173","한자급수대비반 [온라인수강신청] ","오프라인","20141126","20200904","20120707","20120922","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1921&Page=3"
"ASP00001J101020120001174","동화구연 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120707","20120922","","12","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1920&Page=3"
"ASP00001J101020120001170","키즈벨리댄스 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120707","20120922","","17","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1924&Page=3"
"ASP00001J101020120001137","창작미술 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120707","20120922","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1918&Page=3"
"ASP00001J101020120001132","유행&방송댄스 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120707","20120922","","17","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1923&Page=2"
"ASP00001J101020120001162","MSL스피치 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120707","20120922","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1937&Page=2"
"ASP00001J101020120001134","한자급수대비반 [온라인수강신청] ","오프라인","20141126","20200904","20120707","20120922","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1921&Page=2"
"ASP00001J101020120001133","토요바둑 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120707","20120922","","16","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1922&Page=2"
"ASP00001J101020120001185","경기민요 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120706","20120928","","25","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1906&Page=5"
"ASP00001J101020120001119","경기민요 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120706","20120928","","25","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1906&Page=1"
"ASP00001J101020120001125","EBS수리셈 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120706","20120928","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1936&Page=1"
"ASP00001J101020120001163","EBS수리셈 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120706","20120928","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1936&Page=2"
"ASP00001J101020120001175","창의가베 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120705","20120927","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1919&Page=3"
"ASP00001J101020120001136","창의가베 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120705","20120927","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1919&Page=2"
"ASP00001J101020120001166","목요 통기타 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120705","20120927","","12","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1931&Page=2"
"ASP00001J101020120001128","목요 통기타 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120705","20120927","","12","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1931&Page=1"
"ASP00001J101020120001127","바이올린 심화 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120704","20120727","","12","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1933&Page=1"
"ASP00001J101020120001138","아동발레 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120704","20120928","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1917&Page=3"
"ASP00001J101020120001126","바이올린 기초 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120704","20120928","","12","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1934&Page=1"
"ASP00001J101020120001176","아동발레 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120704","20120928","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1917&Page=4"
"ASP00001J101020120001118","예쁜손글씨POP자격증대비반(성인) [전화 및 방문접수]      ","오프라인","20141126","20200904","20120704","20120926","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1907&Page=1"
"ASP00001J101020120001180","요가B [전화 및 방문접수]      ","오프라인","20141126","20200904","20120704","20120928","","25","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1913&Page=4"
"ASP00001J101020120001182","성인드럼 [온라인수강신청] ","오프라인","20141126","20200904","20120704","20120926","","10","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1910&Page=4"
"ASP00001J101020120001130","초등재미미술 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120704","20120926","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1928&Page=2"
"ASP00001J101020120001209","예쁜손글씨POP자격증대비반(성인) [전화 및 방문접수]      ","오프라인","20141126","20200904","20120704","20120926","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1907&Page=5"
"ASP00001J101020120001164","바이올린 심화 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120704","20120727","","12","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1933&Page=2"
"ASP00001J101020120001169","초등재미미술 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120704","20120926","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1928&Page=3"
"ASP00001J101020120001117","성인드럼 [온라인수강신청] ","오프라인","20141126","20200904","20120704","20120926","","10","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1910&Page=1"
"ASP00001J101020120001184","다이어트벨리댄스 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120704","20120928","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1908&Page=4"
"ASP00001J101020120001116","성인통기타A [전화 및 방문접수]      ","오프라인","20141126","20200904","20120703","20120925","","12","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1912&Page=1"
"ASP00001J101020120001183","성인벨리댄스 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120703","20120927","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1909&Page=4"
"ASP00001J101020120001181","성인통기타 [온라인수강신청] ","오프라인","20141126","20200904","20120703","20120925","","12","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1911&Page=4"
"ASP00001J101020120001177","아동벨리댄스 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120703","20120927","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1916&Page=4"
"ASP00001J101020120001131","발레A(초급) [전화 및 방문접수]      ","오프라인","20141126","20200904","20120703","20120927","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1926&Page=2"
"ASP00001J101020120001139","오감발달 꼬마요리사 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120703","20120925","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1915&Page=3"
"ASP00001J101020120001178","오감발달 꼬마요리사 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120703","20120925","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1915&Page=4"
"ASP00001J101020120001179","요가A [전화 및 방문접수]      ","오프라인","20141126","20200904","20120703","20120928","","25","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1914&Page=4"
"ASP00001J101020120001161","초등벨리댄스 [전화 및 방문접수]      ","오프라인","20141126","20200904","20120703","20120927","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1938&Page=2"
"ASP00001J101020120001140","성인통기타 [온라인수강신청] ","오프라인","20141126","20200904","20120703","20120925","","12","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1911&Page=3"
"ASP00001I120420120000927","노래교실","오프라인","20121224","21021231","20130101","20130331","","0","http://jachi.mapo.go.kr/JUMIN/sub03/sub03_01_view.aspx?LectureCode=1521"
"ASP0000120120002393","노래교실","오프라인","20121224","21021231","20130101","20130331","","0","http://jachi.mapo.go.kr/JUMIN/sub03/sub03_01_view.aspx?LectureCode=1521"
"ASP00001J101020120000982","결혼이민자를 위한 한국어교실_초급반 [온라인수강신청] ","오프라인","20120727","20210614","20120207","20121206","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1692&Page=1"
"ASP00001J101020120001018","결혼이민자를 위한 한국어교실_고급반 [전화 및 방문접수]      ","오프라인","20120727","20210614","20120206","20121210","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1535&Page=16"
"ASP00001J101020120000981","결혼이민자를 위한 한국어교실_실천반 [전화 및 방문접수]      ","오프라인","20120727","20210614","20120206","20121210","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1693&Page=1"
"ASP00001J101020120000980","외국인근로자 한국어교실 [전화 및 방문접수]      ","오프라인","20120727","20210614","20120108","20120527","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1694&Page=1"
"ASP00001J101020120001044","통기타 (토) [전화 및 방문접수]      ","오프라인","20120727","20210306","20120102","20121230","","10","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1760&Page=2"
"ASP00001J101020120001045","플룻 (토) [전화 및 방문접수]      ","오프라인","20120727","20210306","20120102","20121230","","8","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1759&Page=2"
"ASP00001J101020120000991","아동영어 고급 [전화 및 방문접수]      ","오프라인","20120727","20210614","20120102","20121231","","12","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1717&Page=1"
"ASP00001J101020120001046","TQS 생명과학 (토) [전화 및 방문접수]      ","오프라인","20120727","20210306","20120102","20121230","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1758&Page=2"
"ASP00001J101020120001031","독서논술 (토) [전화 및 방문접수]      ","오프라인","20120727","20210306","20120102","20121230","","10","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1773&Page=1"
"ASP00001J101020120000984","한자교실 [전화 및 방문접수]      ","오프라인","20120727","20200912","20120102","20120331","","30","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1703&Page=1"
"ASP00001J101020120001032","풍물 (놀토) [전화 및 방문접수]      ","오프라인","20120727","20210306","20120102","20121230","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1772&Page=1"
"ASP00001J101020120001033","키즈밸리 (토) [전화 및 방문접수]      ","오프라인","20120727","20210306","20120102","20121230","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1771&Page=1"
"ASP00001J101020120001034","웅변과 리더십 (일) [전화 및 방문접수]      ","오프라인","20120727","20210306","20120102","20121230","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1770&Page=1"
"ASP00001J101020120000992","아동영어 초급 [전화 및 방문접수]      ","오프라인","20120727","20210614","20120102","20121231","","12","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1716&Page=1"
"ASP00001J101020120001039","화요드럼 (화) [전화 및 방문접수]      ","오프라인","20120727","20210306","20120102","20121230","","4","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1765&Page=1"
"ASP00001J101020120001040","성인드럼 (화) [전화 및 방문접수]      ","오프라인","20120727","20210306","20120102","20121230","","16","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1764&Page=1"
"ASP00001J101020120001041","뎃생 (토) [전화 및 방문접수]      ","오프라인","20120727","20210306","20120102","20121230","","40","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1763&Page=2"
"ASP00001J101020120001042","토요드럼 (토) [전화 및 방문접수]      ","오프라인","20120727","20210306","20120102","20121230","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1762&Page=2"
"ASP00001J101020120001043","성인드럼 (수) [전화 및 방문접수]      ","오프라인","20120727","20210306","20120102","20121230","","8","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1761&Page=2"
"ASP00001J101020120001037","쿠키만들기 (놀토) [전화 및 방문접수]      ","오프라인","20120727","20210306","20120102","20121230","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1767&Page=1"
"ASP00001J101020120000993","아동영어 기초 [전화 및 방문접수]      ","오프라인","20120727","20210614","20120102","20121231","","12","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1715&Page=1"
"ASP00001J101020120001038","놀토드럼 (놀토) [전화 및 방문접수]      ","오프라인","20120727","20210306","20120102","20121230","","12","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1766&Page=1"
"ASP00001J101020120001035","키즈밸리 (수금) [전화 및 방문접수]      ","오프라인","20120727","20210306","20120102","20121230","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1769&Page=1"
"ASP00001J101020120000994","아동파티쉐 [전화 및 방문접수]      ","오프라인","20120727","20210614","20120102","20121231","","25","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1714&Page=1"
"ASP00001J101020120000986","피아노E [전화 및 방문접수]      ","오프라인","20120727","20210614","20120102","20121231","","12","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1713&Page=1"
"ASP00001J101020120001036","주산식암산 (일) [전화 및 방문접수]      ","오프라인","20120727","20210306","20120102","20121230","","15","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1768&Page=1"
"ASP00001J101020120001019","결혼이민자를 위한 한국어교실_중급반 [전화 및 방문접수]      ","오프라인","20120418","20210614","20120207","20121206","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1534&Page=16"
"ASP00001J101020120000995","한글대학(중급) [전화 및 방문접수]      ","오프라인","20120418","20210614","20120101","20121231","","20","http://edupia.dobong.go.kr/Lecture/LecDetail.asp?TopMenu=5&LeftMenu=0&OPEN_COURSE_SEQ=1722&Page=1"
"ASP00001I125420120000016","  풍물교실","오프라인","20111219","25001231","20110101","20111231","","20","http://sd.go.kr/main/dong.do?mCode=12A050010000&op=lectureView&l_sid=284&state=접수중"
