"강의ID","강의명","강의구분","신청시작일","신청종료일","교육시작일","교육종료일","학습대상","정원","수강신청 URL"
"ASP00001J101020160000029","인터넷 활용 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200721","20201106","20150603","20150629","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3230&Page=1"
"ASP00001J101020160000026","스마트폰기초&활용(평생학습관) [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200721","20201106","20150603","20150629","","26","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3227&Page=1"
"ASP00001J101020160000028","컴퓨터기초(어르신2개월) [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200721","20201106","20150603","20150727","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3229&Page=1"
"ASP00001J101020160000027","DIAT자격증(한글) [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200721","20201106","20150603","20150629","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3228&Page=1"
"ASP00001J101020160000016","한글2010(59세이하평생학습관) [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200713","20201029","20150902","20150930","","26","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3254&Page=1"
"ASP00001J101020160000018","인터넷 기초&활용 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200713","20201029","20150902","20150930","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3256&Page=1"
"ASP00001J101020160000015","엑셀2010(2개월과정효문고등학교) [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200713","20201029","20150902","20151030","","30","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3253&Page=1"
"ASP00001J101020160000017","컴퓨터기초 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200713","20201029","20150902","20150930","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3255&Page=1"
"ASP00001J101020160000003","엑셀2010 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200705","20201021","20151202","20151230","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3278&Page=1"
"ASP0000120160000295","인터넷 기초&활용 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200705","20201021","20151202","20151230","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3279&Page=1"
"ASP0000120160000296","스마트폰 기초&활용 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200705","20201021","20151202","20151230","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3280&Page=1"
"ASP00001J101020160000005","스마트폰 기초&활용 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200705","20201021","20151202","20151230","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3280&Page=1"
"ASP0000120160000294","엑셀2010 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200705","20201021","20151202","20151230","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3278&Page=1"
"ASP00001J101020160000004","인터넷 기초&활용 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200705","20201021","20151202","20151230","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3279&Page=1"
"ASP00001J101020160000060","한글2010 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200701","20201017","20150209","20150227","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3189&Page=1"
"ASP00001J101020160000061","컴퓨터기초 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200701","20201017","20150209","20150227","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3190&Page=1"
"ASP0000120160000530","소셜미디어 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200701","20201017","20150209","20150227","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3188&Page=1"
"ASP00001J101020160000059","소셜미디어 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200701","20201017","20150209","20150227","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3188&Page=1"
"ASP0000120160000531","한글2010 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200701","20201017","20150209","20150227","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3189&Page=1"
"ASP0000120160000532","컴퓨터기초 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200701","20201017","20150209","20150227","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3190&Page=1"
"ASP0000120160001839","인터넷활용 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200627","20201013","20160307","20160330","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3298&Page=1"
"ASP00001J101020170000165","엑셀과 파워포인트 [온라인수강신청]","오프라인","20200627","20201013","20160307","20160330","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=5&LeftMenu=18&BoardCode=46&OPEN_COURSE_SEQ=3297&Page=7"
"ASP00001J101020170000164","인터넷활용 [온라인수강신청]","오프라인","20200627","20201013","20160307","20160330","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=5&LeftMenu=18&BoardCode=46&OPEN_COURSE_SEQ=3298&Page=7"
"ASP00001J101020170000080","엑셀과 파워포인트 [온라인수강신청]","오프라인","20200627","20201013","20160307","20160330","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3297&Page=10"
"ASP00001J101020170000079","인터넷활용 [온라인수강신청]","오프라인","20200627","20201013","20160307","20160330","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3298&Page=10"
"ASP0000120160001838","엑셀과 파워포인트 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200627","20201013","20160307","20160330","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3297&Page=1"
"ASP00001J101020160000077","인터넷활용 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200627","20201013","20160307","20160330","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3298&Page=1"
"ASP00001J101020160000076","엑셀과 파워포인트 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200627","20201013","20160307","20160330","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3297&Page=1"
"ASP00001J101020160000073","한글을 활용한 문서 디자인 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200627","20201013","20160304","20160325","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3293&Page=1"
"ASP00001J101020160000072","스마트폰 기초 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200627","20201013","20160304","20160325","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3291&Page=1"
"ASP00001J101020170000171","스마트폰 기초 [온라인수강신청]","오프라인","20200627","20201013","20160304","20160325","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=5&LeftMenu=18&BoardCode=46&OPEN_COURSE_SEQ=3291&Page=7"
"ASP0000120160001835","한글을 활용한 문서 디자인 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200627","20201013","20160304","20160325","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3293&Page=1"
"ASP0000120160001836","전자앨범 만들기 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200627","20201013","20160304","20160325","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3294&Page=1"
"ASP0000120160001837","컴퓨터기초(어르신2개월) [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200627","20201013","20160304","20160429","","26","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3295&Page=1"
"ASP0000120160001834","스마트폰 기초 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200627","20201013","20160304","20160325","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3291&Page=1"
"ASP00001J101020170000090","컴퓨터기초(어르신2개월) [온라인수강신청]","오프라인","20200627","20201013","20160304","20160429","","26","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3295&Page=10"
"ASP00001J101020170000091","전자앨범 만들기 [온라인수강신청]","오프라인","20200627","20201013","20160304","20160325","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3294&Page=10"
"ASP00001J101020170000081","한글을 활용한 문서 디자인 [온라인수강신청]","오프라인","20200627","20201013","20160304","20160325","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3293&Page=10"
"ASP00001J101020170000082","스마트폰 기초 [온라인수강신청]","오프라인","20200627","20201013","20160304","20160325","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3291&Page=10"
"ASP00001J101020170000168","컴퓨터기초(어르신2개월) [온라인수강신청]","오프라인","20200627","20201013","20160304","20160429","","26","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=5&LeftMenu=18&BoardCode=46&OPEN_COURSE_SEQ=3295&Page=7"
"ASP00001J101020170000169","전자앨범 만들기 [온라인수강신청]","오프라인","20200627","20201013","20160304","20160325","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=5&LeftMenu=18&BoardCode=46&OPEN_COURSE_SEQ=3294&Page=7"
"ASP00001J101020170000170","한글을 활용한 문서 디자인 [온라인수강신청]","오프라인","20200627","20201013","20160304","20160325","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=5&LeftMenu=18&BoardCode=46&OPEN_COURSE_SEQ=3293&Page=7"
"ASP00001J101020160000075","컴퓨터기초(어르신2개월) [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200627","20201013","20160304","20160429","","26","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3295&Page=1"
"ASP00001J101020160000074","전자앨범 만들기 [온라인수강신청]  → 통합로그인 후 수강신청 가능합니다. ","오프라인","20200627","20201013","20160304","20160325","","36","http://edupia.dobong.go.kr/DobongInfoEdu/LecDetail.asp?TopMenu=2&LeftMenu=2&BoardCode=46&OPEN_COURSE_SEQ=3294&Page=1"
