,genre,code,name,type,startdate,enddate,target,level,url
1181,자기계발,ASP00001S1001205000179,공인중개사_2015년[기본이론]부동산공법,온라인,2015-03-31,2015-12-31,공인중개사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1182,자기계발,ASP00001S1001205000181,공인중개사_2015년[기본이론]부동산세법,온라인,2015-03-31,2015-12-31,공인중개사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1183,자기계발,ASP00001S1001205000177,공인중개사_2015년[기본이론]공인중개사법 및 중개실무,온라인,2015-03-31,2015-12-31,공인중개사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1184,자기계발,ASP00001S1001205000180,공인중개사_2015년[기본이론]부동산공시법령,온라인,2015-03-31,2015-12-31,공인중개사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1185,자기계발,ASP00001S1001205000178,공인중개사_2015년[기본이론]민법 및 민사특별법,온라인,2015-03-31,2015-12-31,공인중개사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1186,자기계발,ASP00001S1001205000212,주택관리사_2015년[기본이론]회계원리,온라인,2015-03-31,2015-12-31,주택관리사 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1187,자기계발,ASP00001S1001205000209,주택관리사_2015년[기본이론]공동주택시설개론,온라인,2015-03-31,2015-12-31,주택관리사 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1188,자기계발,ASP00001S1001205000211,주택관리사_2015년[기본이론]주택관리관계법규,온라인,2015-03-31,2015-12-31,주택관리사 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1189,자기계발,ASP00001S1001205000208,주택관리사_2015년[기본이론]공동주택관리실무,온라인,2015-03-31,2015-12-31,주택관리사 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1190,자기계발,ASP00001S1001205000210,주택관리사_2015년[기본이론]민법,온라인,2015-03-31,2015-12-31,주택관리사 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1191,예술,ASP00001S1001205000098,『레미제라블』 혁명기 프랑스의 삶을 쓰다,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1192,예술,ASP00001S1001205000108,20세기 사상가들 : 현대사상의 시작 니체와 마르크스,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1193,예술,ASP00001S1001205000109,20세기의 사상가들 - 데리다 형이상학의 폐쇄적 원리 해제,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1194,예술,ASP00001S1001205000110,20세기의 사상가들 - 프로이트 소쉬르와 후기구조주의자들,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1195,예술,ASP00001S1001205000111,20세기의 사상가들 : 니시다 기타로 삶의 고뇌를 넘어 참자아를 찾아가다,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1196,예술,ASP00001S1001205000112,20세기의 사상가들 : 말콤 X의 계기들,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1197,예술,ASP00001S1001205000113,20세기의 사상가들 : 베르그손 시간을 공간에 가둔 허구를 극복한 철학자,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1198,예술,ASP00001S1001205000114,20세기의 사상가들 : 지젝 ＇예＇라는 잉여물을 통해 걸러낸 진실,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1199,예술,ASP00001S1001205000100,예술가 톡톡 : 뭉크 - 불안 공포 죽음을 그리다,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1200,예술,ASP00001S1001205000115,20세기의 사상가들 : 후설 초월적 환원을 위한 투쟁,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1201,예술,ASP00001S1001205000099,예술가 톡톡 : 마네 - `모던`을 그린 화가,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1202,예술,ASP00001S1001205000101,예술가 톡톡 : 클레 - 회화의 다른 길을 모색하다,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1203,예술,ASP00001S1001205000102,예술가톡톡 : 반 고흐 시대와 불화한 예술혼,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1204,예술,ASP00001S1001205000103,예술가톡톡 : 폴 세잔 현대회화의 선구자,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1205,기타,ASP00001S1001205000104,인물톡톡 : 버지니아 울프 성의 경계를 가로지른 여성,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1206,기타,ASP00001S1001205000105,인물톡톡 : 사마천 역사의 성性을 바꾼 역사가,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1207,기타,ASP00001S1001205000106,인물톡톡 : 카프카 나는 펜으로 법을 뚫는다,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1208,기타,ASP00001S1001205000107,인물톡톡 : 프루스트와 잃어버린 시간을 찾아서,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1209,기타,ASP00001S1001205000116,이진경의 철학교실 : 철학과 굴뚝청소부 1부,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1210,기타,ASP00001S1001205000117,이진경의 철학교실 : 철학과 굴뚝청소부 2부,온라인,2015-03-31,2015-12-31,인문학 분야에 관심있는 분 누구나,초급,http://sll.seoul.go.kr/
1211,기타,ASP00001S1001205000007,현대인을 위한 한의학 : 탈모,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1212,기타,ASP00001S1001205000006,현대인을 위한 한의학 : 어지럼증,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1213,자기계발,ASP00001S1001205000036,New 시나공토익 적중 1000제 LC STEP 1,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1214,자기계발,ASP00001S1001205000037,New 시나공토익 적중 1000제 LC STEP 2,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1215,자기계발,ASP00001S1001205000038,New 시나공토익 적중 1000제 RC STEP 1,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1216,자기계발,ASP00001S1001205000039,New 시나공토익 적중 1000제 RC STEP 2,온라인,2015-03-31,2015-12-31,없음,초급,http://sll.seoul.go.kr/
1217,자기계발,ASP00001S1001205000046,HOW TO 일본어능력시험 N1 [문법ㆍ청해],온라인,2015-03-31,2015-12-31,일본어능력시험을 준비하고 있는 준비생,초급,http://sll.seoul.go.kr/
1218,자기계발,ASP00001S1001205000047,HOW TO 일본어능력시험 N1 [문자/어휘ㆍ독해],온라인,2015-03-31,2015-12-31,일본어능력시험을 준비하고 있는 준비생,초급,http://sll.seoul.go.kr/
1219,자기계발,ASP00001S1001205000048,HOW TO 일본어능력시험 N2[문법ㆍ청해],온라인,2015-03-31,2015-12-31,일본어능력시험을 준비하고 있는 준비생,초급,http://sll.seoul.go.kr/
1220,자기계발,ASP00001S1001205000049,HOW TO 일본어능력시험 N2[문자ㆍ어휘ㆍ독해],온라인,2015-03-31,2015-12-31,일본어능력시험을 준비하고 있는 준비생,초급,http://sll.seoul.go.kr/
1221,자기계발,ASP00001S1001205000050,HOW TO 일본어능력시험 N3 [문법ㆍ청해],온라인,2015-03-31,2015-12-31,일본어능력시험을 준비하고 있는 준비생,초급,http://sll.seoul.go.kr/
1222,자기계발,ASP00001S1001205000051,HOW TO 일본어능력시험 N3 [문자/어휘ㆍ독해],온라인,2015-03-31,2015-12-31,일본어능력시험을 준비하고 있는 준비생,초급,http://sll.seoul.go.kr/
1223,언어,ASP00001S1001205000074,가장 쉬운 터키어 첫걸음의 모든 것(1),온라인,2015-03-31,2015-12-31,터키어를 처음 배우고자 하는 분,초급,http://sll.seoul.go.kr/
1224,언어,ASP00001S1001205000075,가장 쉬운 터키어 첫걸음의 모든 것(2),온라인,2015-03-31,2015-12-31,터키어를 처음 배우고자 하는 분,초급,http://sll.seoul.go.kr/
1225,언어,ASP00001S1001205000072,가장 쉬운 인도네시아어 첫걸음의 모든 것(1),온라인,2015-03-31,2015-12-31,인도네시아어를 처음 배우고자 하는 분,초급,http://sll.seoul.go.kr/
1226,언어,ASP00001S1001205000073,가장 쉬운 인도네시아어 첫걸음의 모든 것(2),온라인,2015-03-31,2015-12-31,인도네시아어를 처음 배우고자 하는 분,초급,http://sll.seoul.go.kr/
1227,언어,ASP00001S1001205000070,가장 쉬운 이탈리아어 첫걸음의 모든것(1),온라인,2015-03-31,2015-12-31,이탈리아어를 처음 배우고자 하는 분,초급,http://sll.seoul.go.kr/
1228,언어,ASP00001S1001205000071,가장 쉬운 이탈리아어 첫걸음의 모든것(2),온라인,2015-03-31,2015-12-31,이탈리아어를 처음 배우고자 하는 분,초급,http://sll.seoul.go.kr/
1229,언어,ASP00001S1001205000076,가장 쉬운 포르투갈어 첫걸음의 모든것(1),온라인,2015-03-31,2015-12-31,포르투갈어를 처음 배우고자 하는 분,초급,http://sll.seoul.go.kr/
1230,언어,ASP00001S1001205000077,가장 쉬운 포르투갈어 첫걸음의 모든것(2),온라인,2015-03-31,2015-12-31,포르투갈어를 처음 배우고자 하는 분,초급,http://sll.seoul.go.kr/
1231,언어,ASP00001S1001205000064,가장 쉬운 독일어 첫걸음의 모든 것(1),온라인,2015-03-31,2015-12-31,독일어를 처음 배우고자 하는 분,초급,http://sll.seoul.go.kr/
1232,언어,ASP00001S1001205000065,가장 쉬운 독일어 첫걸음의 모든 것(2),온라인,2015-03-31,2015-12-31,독일어를 처음 배우고자 하는 분,초급,http://sll.seoul.go.kr/
1233,언어,ASP00001S1001205000066,가장 쉬운 러시아어 첫걸음(1),온라인,2015-03-31,2015-12-31,러시아어에 관심이 있거나 자세히 알아보고 싶은 분,초급,http://sll.seoul.go.kr/
1234,언어,ASP00001S1001205000067,가장 쉬운 러시아어 첫걸음(2),온라인,2015-03-31,2015-12-31,러시아어에 관심이 있거나 자세히 알아보고 싶은 분,초급,http://sll.seoul.go.kr/
1235,언어,ASP00001S1001205000068,버전업! 가장 쉬운 베트남어 첫걸음,온라인,2015-03-31,2015-12-31,베트남어를 처음 배우고자 하는 분,초급,http://sll.seoul.go.kr/
1236,언어,ASP00001S1001205000069,가장 쉬운 스페인어 첫걸음,온라인,2015-03-31,2015-12-31,스페인어를 처음 배우고자 하는 분,초급,http://sll.seoul.go.kr/
1237,언어,ASP00001S1001205000078,가장 쉬운 프랑스어 첫걸음,온라인,2015-03-31,2015-12-31,프랑스어를 처음 배우고자 하는 분,초급,http://sll.seoul.go.kr/
1238,자기계발,ASP00001S1001205000225,직업상담사 2급_2015년[기본이론]직업상담학(1차시험),온라인,2015-03-31,2015-12-31,직업상담사 2급 취득을 원하는 분 ,초급,http://sll.seoul.go.kr/
1239,자기계발,ASP00001S1001205000226,직업상담사 2급_2015년[기본이론]직업심리학(1차시험),온라인,2015-03-31,2015-12-31,직업상담사 2급 취득을 원하는 분 ,초급,http://sll.seoul.go.kr/
1240,자기계발,ASP00001S1001205000227,직업상담사 2급_2015년[기본이론]직업정보론(1차시험),온라인,2015-03-31,2015-12-31,직업상담사 2급 취득을 원하는 분 ,초급,http://sll.seoul.go.kr/
1241,자기계발,ASP00001S1001205000224,직업상담사 2급_2015년[기본이론]노동시장론(1차시험),온라인,2015-03-31,2015-12-31,직업상담사 2급 취득을 원하는 분 ,초급,http://sll.seoul.go.kr/
1242,자기계발,ASP00001S1001205000223,직업상담사 2급_2015년[기본이론]노동관계법규(1차시험),온라인,2015-03-31,2015-12-31,직업상담사 2급 취득을 원하는 분 ,초급,http://sll.seoul.go.kr/
1243,자기계발,ASP00001S1001205000233,직업상담사 2급_2015년[실기]_직업상담실무(2차시험),온라인,2015-03-31,2015-12-31,직업상담사 2급 취득을 원하는 분 ,초급,http://sll.seoul.go.kr/
1244,자기계발,ASP00001S1001205000171,2015년 경비지도사[기본이론]법학개론,온라인,2015-03-31,2015-12-31,경비지도사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1245,자기계발,ASP00001S1001205000170,2015년 경비지도사[기본이론]민간경비론,온라인,2015-03-31,2015-12-31,경비지도사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1246,자기계발,ASP00001S1001205000168,2015년 경비지도사[기본이론]경호학,온라인,2015-03-31,2015-12-31,경비지도사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1247,자기계발,ASP00001S1001205000167,2015년 경비지도사[기본이론]경비업법,온라인,2015-03-31,2015-12-31,경비지도사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1248,자기계발,ASP00001S1001205000169,2015년 경비지도사[기본이론]기계경비개론,온라인,2015-03-31,2015-12-31,경비지도사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1249,자기계발,ASP00001S1001205000202,사회복지사1급_2015년[기본이론]인간행동과 사회환경,온라인,2015-03-31,2015-12-31,사회복지사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1250,자기계발,ASP00001S1001205000200,사회복지사1급_2015년[기본이론]사회복지조사론,온라인,2015-03-31,2015-12-31,사회복지사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1251,자기계발,ASP00001S1001205000198,사회복지사1급_2015년[기본이론]사회복지실천론,온라인,2015-03-31,2015-12-31,사회복지사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1252,자기계발,ASP00001S1001205000197,사회복지사1급_2015년[기본이론]사회복지실천기술론,온라인,2015-03-31,2015-12-31,사회복지사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1253,자기계발,ASP00001S1001205000203,사회복지사1급_2015년[기본이론]지역사회복지론,온라인,2015-03-31,2015-12-31,사회복지사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1254,자기계발,ASP00001S1001205000199,사회복지사1급_2015년[기본이론]사회복지정책론,온라인,2015-03-31,2015-12-31,사회복지사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1255,자기계발,ASP00001S1001205000201,사회복지사1급_2015년[기본이론]사회복지행정론,온라인,2015-03-31,2015-12-31,사회복지사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1256,자기계발,ASP00001S1001205000196,사회복지사1급_2015년[기본이론]사회복지법제론,온라인,2015-03-31,2015-12-31,사회복지사 자격 취득을 원하는 분,초급,http://sll.seoul.go.kr/
1257,자기계발,ASP00001S1001201504172,중졸 과학,온라인,2015-04-20,2015-12-31,없음,초급,없음
1258,자기계발,ASP00001S1001201504176,[고졸검정고시] 국어 기본이론,온라인,2015-04-21,2016-01-31,고졸 검정고시를 준비하시는 분,초급,없음
1259,자기계발,ASP00001S1001201504177,[고졸검정고시] 한국사 기본이론,온라인,2015-04-21,2016-01-31,없음,초급,없음
1260,자기계발,ASP00001S1001201504178,[고졸검정고시] 영어 기본이론,온라인,2015-04-21,2016-01-31,고졸 검정고시를 준비하시는 분,초급,없음
1261,자기계발,ASP00001S1001201504179,[고졸검정고시] 수학 기본이론,온라인,2015-04-21,2016-01-31,고졸 검정고시를 준비하시는 분 ,초급,없음
1262,자기계발,ASP00001S1001201504014,[중졸검정고시] 과학 기본이론,온라인,2015-03-06,2015-12-31,1. 고등학교 졸업학력 검정고시에 도전하시는 분  2. 정규 학교에 미진학하신 분 중에서 고등학교 졸업학력을 취득하려 하시는 분,초급,없음
1263,기타,ASP00001S1001201504181,저작권개요,온라인,2015-04-22,2016-01-31, o 저작권 산업종사자(인터넷 출판 음악 방송 게임 소프트웨어산업 등)  o 저작권 산업 예비종사자  o 그 외 저작권 산업별 저작권 지식을 배우고 싶은 일반인 ,초급,없음
1264,신기술,ASP00001S1001201504182,소프트웨어종사자를 위한 저작권 노하우,온라인,2015-04-23,2016-01-31,o 저작권 산업종사자(인터넷 출판 음악 방송 게임 소프트웨어산업 등)  o 저작권 산업 예비종사자  o 그 외 저작권 산업별 저작권 지식을 배우고 싶은 일반인 ,초급,없음
